Marital status,Course,Daytime/evening attendance,Nationality,Mother qualification,Father qualification,Gender,Scholarship holder,International,Age at enrollment,GDP,Target,Country,Latitude,Longitude
1,9,1,1,13,14,1,0,0,18,1.74,Dropout,Portugal,39.6621648,-8.1353519
1,11,1,1,13,27,1,1,0,21,-3.12,Dropout,Portugal,39.6621648,-8.1353519
1,15,1,1,1,14,1,1,0,19,3.51,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,23,27,1,1,0,22,-0.92,Graduate,Portugal,39.6621648,-8.1353519
2,3,0,1,22,27,1,0,0,33,1.74,Graduate,Portugal,39.6621648,-8.1353519
1,16,1,1,13,14,1,0,0,20,1.74,Dropout,Portugal,39.6621648,-8.1353519
1,17,0,1,3,3,1,0,0,35,1.74,Dropout,Portugal,39.6621648,-8.1353519
1,4,1,1,3,3,1,0,0,24,1.79,Dropout,Portugal,39.6621648,-8.1353519
1,11,1,1,13,14,1,0,0,18,-1.7,Enrolled,Portugal,39.6621648,-8.1353519
2,3,0,1,22,27,0,0,0,33,-3.12,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,22,28,0,1,0,22,1.74,Graduate,Portugal,39.6621648,-8.1353519
1,14,1,1,1,14,0,1,0,25,-3.12,Graduate,Portugal,39.6621648,-8.1353519
1,5,1,1,13,28,1,0,0,20,0.32,Graduate,Portugal,39.6621648,-8.1353519
1,9,1,1,23,27,1,0,0,23,2.02,Enrolled,Portugal,39.6621648,-8.1353519
1,7,1,1,23,14,1,0,0,18,-4.06,Enrolled,Portugal,39.6621648,-8.1353519
1,12,1,1,1,1,1,0,0,24,0.79,Dropout,Portugal,39.6621648,-8.1353519
1,15,1,14,13,1,0,0,1,21,3.51,Graduate,Brazil,-10.3333333,-53.2
1,8,1,14,1,1,0,0,1,26,3.51,Dropout,Brazil,-10.3333333,-53.2
2,16,1,1,22,24,0,0,0,39,0.32,Dropout,Portugal,39.6621648,-8.1353519
2,3,0,1,22,14,0,0,0,44,-1.7,Graduate,Portugal,39.6621648,-8.1353519
1,7,1,12,23,3,1,0,1,19,0.79,Enrolled,Sao Tome e Principe,0.9713095,7.02255
1,15,1,1,22,1,0,0,0,18,3.51,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,22,27,0,1,0,18,1.79,Graduate,Portugal,39.6621648,-8.1353519
1,6,1,1,1,2,0,0,0,19,-1.7,Enrolled,Portugal,39.6621648,-8.1353519
1,12,1,1,3,3,0,0,0,19,0.79,Dropout,Portugal,39.6621648,-8.1353519
1,6,1,1,23,28,0,0,0,21,3.51,Dropout,Portugal,39.6621648,-8.1353519
1,2,1,1,1,1,0,0,0,20,-0.92,Graduate,Portugal,39.6621648,-8.1353519
2,3,0,1,22,27,0,0,0,36,-3.12,Dropout,Portugal,39.6621648,-8.1353519
4,4,1,1,22,27,0,0,0,43,-4.06,Graduate,Portugal,39.6621648,-8.1353519
1,16,1,1,13,14,0,0,0,19,2.02,Dropout,Portugal,39.6621648,-8.1353519
1,5,1,1,3,1,0,0,0,20,2.02,Graduate,Portugal,39.6621648,-8.1353519
1,10,1,1,22,28,0,0,0,19,-0.92,Dropout,Portugal,39.6621648,-8.1353519
1,6,1,1,1,1,0,0,0,20,-4.06,Dropout,Portugal,39.6621648,-8.1353519
1,12,1,1,3,4,0,0,0,20,1.79,Dropout,Portugal,39.6621648,-8.1353519
1,16,1,1,13,1,0,0,0,20,-0.92,Enrolled,Portugal,39.6621648,-8.1353519
1,10,1,1,22,27,0,0,0,18,0.79,Graduate,Portugal,39.6621648,-8.1353519
1,9,1,1,1,28,0,1,0,18,3.51,Enrolled,Portugal,39.6621648,-8.1353519
1,6,1,1,13,14,0,0,0,19,1.74,Graduate,Portugal,39.6621648,-8.1353519
1,15,1,1,1,28,0,0,0,18,1.74,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,22,27,0,0,0,18,0.32,Dropout,Portugal,39.6621648,-8.1353519
1,12,1,1,23,28,0,0,0,20,0.79,Enrolled,Portugal,39.6621648,-8.1353519
1,10,1,1,13,27,0,1,0,20,0.32,Enrolled,Portugal,39.6621648,-8.1353519
1,9,1,1,13,14,0,0,0,20,1.79,Enrolled,Portugal,39.6621648,-8.1353519
1,6,1,1,22,28,0,0,0,18,-3.12,Graduate,Portugal,39.6621648,-8.1353519
1,9,1,1,2,14,0,0,0,18,2.02,Graduate,Portugal,39.6621648,-8.1353519
1,11,1,1,1,1,0,0,0,21,-3.12,Dropout,Portugal,39.6621648,-8.1353519
1,9,1,1,13,14,0,0,0,19,-0.92,Graduate,Portugal,39.6621648,-8.1353519
1,2,1,1,3,14,0,0,0,19,1.74,Dropout,Portugal,39.6621648,-8.1353519
1,14,1,1,23,28,0,1,0,19,-3.12,Graduate,Portugal,39.6621648,-8.1353519
1,6,1,1,13,28,0,0,0,19,-4.06,Graduate,Portugal,39.6621648,-8.1353519
1,13,1,1,1,1,0,0,0,19,0.79,Dropout,Portugal,39.6621648,-8.1353519
1,6,1,1,22,27,0,0,0,20,1.79,Graduate,Portugal,39.6621648,-8.1353519
1,16,1,1,13,28,0,1,0,18,-3.12,Enrolled,Portugal,39.6621648,-8.1353519
1,10,1,1,1,29,0,0,0,18,1.79,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,1,27,0,0,0,19,1.79,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,13,14,0,1,0,18,0.79,Dropout,Portugal,39.6621648,-8.1353519
1,5,1,1,22,27,0,0,0,18,0.32,Graduate,Portugal,39.6621648,-8.1353519
1,9,1,1,1,14,0,0,0,19,3.51,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,1,14,0,0,0,19,0.79,Dropout,Portugal,39.6621648,-8.1353519
1,10,1,1,23,27,0,0,0,20,0.32,Graduate,Portugal,39.6621648,-8.1353519
1,14,1,1,1,28,0,1,0,19,1.79,Dropout,Portugal,39.6621648,-8.1353519
1,14,1,1,13,14,0,0,0,20,0.32,Graduate,Portugal,39.6621648,-8.1353519
1,15,1,1,1,1,0,1,0,18,3.51,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,13,1,0,1,0,20,2.02,Enrolled,Portugal,39.6621648,-8.1353519
1,12,1,1,13,1,0,0,0,18,0.79,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,22,27,0,0,0,19,0.32,Graduate,Portugal,39.6621648,-8.1353519
1,15,1,1,13,1,0,1,0,19,1.79,Graduate,Portugal,39.6621648,-8.1353519
1,9,1,1,3,1,0,0,0,22,3.51,Enrolled,Portugal,39.6621648,-8.1353519
1,10,1,1,1,10,0,1,0,19,1.79,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,13,14,0,1,0,19,-4.06,Graduate,Portugal,39.6621648,-8.1353519
1,16,1,1,22,28,0,1,0,19,-3.12,Graduate,Portugal,39.6621648,-8.1353519
1,11,1,1,10,14,0,0,0,19,0.32,Dropout,Portugal,39.6621648,-8.1353519
1,11,1,1,1,27,0,0,0,20,0.32,Dropout,Portugal,39.6621648,-8.1353519
1,9,1,1,3,14,0,0,0,18,0.79,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,1,14,0,1,0,20,2.02,Graduate,Portugal,39.6621648,-8.1353519
1,2,1,1,3,27,0,0,0,18,-3.12,Enrolled,Portugal,39.6621648,-8.1353519
1,6,1,1,1,28,0,0,0,19,0.32,Graduate,Portugal,39.6621648,-8.1353519
1,16,1,1,23,28,0,0,0,18,-3.12,Enrolled,Portugal,39.6621648,-8.1353519
1,16,1,1,22,27,0,0,0,18,0.32,Graduate,Portugal,39.6621648,-8.1353519
1,16,1,1,3,27,0,0,0,21,-3.12,Dropout,Portugal,39.6621648,-8.1353519
1,16,1,1,23,27,0,0,0,19,0.32,Dropout,Portugal,39.6621648,-8.1353519
1,9,1,1,23,28,0,1,0,18,1.79,Graduate,Portugal,39.6621648,-8.1353519
1,10,1,1,1,27,0,1,0,18,-1.7,Graduate,Portugal,39.6621648,-8.1353519
1,10,1,1,13,1,0,0,0,20,-3.12,Graduate,Portugal,39.6621648,-8.1353519
1,3,0,1,1,14,0,1,0,24,2.02,Graduate,Portugal,39.6621648,-8.1353519
1,14,1,1,13,1,0,0,0,19,1.74,Dropout,Portugal,39.6621648,-8.1353519
1,12,1,1,13,27,0,1,0,18,-4.06,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,13,14,0,0,0,18,-4.06,Graduate,Portugal,39.6621648,-8.1353519
1,16,1,1,10,10,0,0,0,21,1.74,Dropout,Portugal,39.6621648,-8.1353519
1,14,1,1,1,14,0,0,0,19,0.32,Graduate,Portugal,39.6621648,-8.1353519
1,15,1,1,13,27,0,1,0,19,-4.06,Graduate,Portugal,39.6621648,-8.1353519
3,4,1,1,1,27,0,0,0,47,3.51,Enrolled,Portugal,39.6621648,-8.1353519
1,10,1,1,13,14,0,0,0,19,0.79,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,2,2,0,0,0,29,-1.7,Graduate,Portugal,39.6621648,-8.1353519
1,10,1,1,13,14,0,0,0,21,-0.92,Dropout,Portugal,39.6621648,-8.1353519
1,6,1,1,22,14,0,0,0,28,-1.7,Enrolled,Portugal,39.6621648,-8.1353519
1,13,1,1,22,27,0,0,0,20,-4.06,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,2,28,0,0,0,19,0.32,Graduate,Portugal,39.6621648,-8.1353519
1,3,0,1,13,2,0,0,0,26,-3.12,Graduate,Portugal,39.6621648,-8.1353519
1,11,1,1,22,27,0,0,0,20,2.02,Dropout,Portugal,39.6621648,-8.1353519
1,14,1,1,22,27,0,1,0,18,0.32,Enrolled,Portugal,39.6621648,-8.1353519
1,16,1,1,22,14,0,0,0,27,0.32,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,19,24,0,0,0,20,0.32,Dropout,Portugal,39.6621648,-8.1353519
1,16,1,1,22,14,0,0,0,18,-3.12,Dropout,Portugal,39.6621648,-8.1353519
1,12,1,1,1,1,0,0,0,33,-0.92,Dropout,Portugal,39.6621648,-8.1353519
1,16,1,1,3,1,0,0,0,35,1.79,Graduate,Portugal,39.6621648,-8.1353519
1,17,0,1,22,14,0,1,0,26,-3.12,Enrolled,Portugal,39.6621648,-8.1353519
1,15,1,1,13,14,0,0,0,27,2.02,Dropout,Portugal,39.6621648,-8.1353519
1,5,1,1,1,27,0,0,0,19,-4.06,Dropout,Portugal,39.6621648,-8.1353519
1,11,1,1,1,14,0,0,0,20,2.02,Dropout,Portugal,39.6621648,-8.1353519
1,9,1,1,3,3,0,0,0,20,1.74,Dropout,Portugal,39.6621648,-8.1353519
1,10,1,1,1,27,0,0,0,21,-3.12,Enrolled,Portugal,39.6621648,-8.1353519
1,12,1,1,23,1,0,1,0,18,0.32,Graduate,Portugal,39.6621648,-8.1353519
1,6,1,1,1,14,0,0,0,24,3.51,Dropout,Portugal,39.6621648,-8.1353519
1,5,1,1,1,3,0,0,0,20,-0.92,Graduate,Portugal,39.6621648,-8.1353519
1,11,1,1,13,28,0,1,0,21,0.79,Graduate,Portugal,39.6621648,-8.1353519
1,3,0,1,1,27,0,0,0,23,-3.12,Enrolled,Portugal,39.6621648,-8.1353519
1,9,1,1,10,3,0,0,0,24,0.32,Dropout,Portugal,39.6621648,-8.1353519
1,16,1,1,1,1,0,0,0,21,1.79,Dropout,Portugal,39.6621648,-8.1353519
1,12,1,1,23,28,0,0,0,18,-1.7,Graduate,Portugal,39.6621648,-8.1353519
1,17,0,1,13,1,0,0,0,27,3.51,Dropout,Portugal,39.6621648,-8.1353519
1,12,1,1,22,27,0,0,0,18,-3.12,Graduate,Portugal,39.6621648,-8.1353519
1,7,1,1,3,2,0,0,0,35,0.79,Dropout,Portugal,39.6621648,-8.1353519
1,16,1,1,13,14,0,0,0,18,2.02,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,1,3,0,0,0,35,2.02,Enrolled,Portugal,39.6621648,-8.1353519
1,6,1,1,1,1,0,0,0,19,1.74,Graduate,Portugal,39.6621648,-8.1353519
1,10,1,1,13,14,0,0,0,20,0.32,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,13,14,0,0,0,18,1.74,Graduate,Portugal,39.6621648,-8.1353519
1,10,1,1,23,28,0,0,0,21,0.79,Graduate,Portugal,39.6621648,-8.1353519
1,10,1,1,13,27,0,1,0,18,-0.92,Graduate,Portugal,39.6621648,-8.1353519
1,10,1,1,19,24,0,0,0,18,0.32,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,13,28,0,0,0,18,-1.7,Graduate,Portugal,39.6621648,-8.1353519
1,15,1,1,3,14,0,1,0,18,-0.92,Graduate,Portugal,39.6621648,-8.1353519
1,6,1,1,13,1,0,0,0,19,0.79,Graduate,Portugal,39.6621648,-8.1353519
1,11,1,1,3,14,0,1,0,36,-0.92,Dropout,Portugal,39.6621648,-8.1353519
1,12,1,1,23,1,0,1,0,18,-1.7,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,22,27,0,1,0,18,0.32,Graduate,Portugal,39.6621648,-8.1353519
1,8,1,1,1,3,0,1,0,20,0.79,Graduate,Portugal,39.6621648,-8.1353519
1,17,0,1,22,27,0,1,0,26,-0.92,Dropout,Portugal,39.6621648,-8.1353519
1,15,1,1,1,1,0,0,0,21,0.32,Graduate,Portugal,39.6621648,-8.1353519
1,13,1,1,1,1,0,0,0,25,-4.06,Enrolled,Portugal,39.6621648,-8.1353519
1,9,1,1,13,3,0,1,0,19,1.79,Graduate,Portugal,39.6621648,-8.1353519
1,3,0,1,13,27,0,0,0,24,-3.12,Dropout,Portugal,39.6621648,-8.1353519
1,3,0,1,1,14,0,1,0,27,3.51,Dropout,Portugal,39.6621648,-8.1353519
1,6,1,1,13,27,0,0,0,21,0.32,Dropout,Portugal,39.6621648,-8.1353519
1,9,1,1,23,28,0,1,0,18,-3.12,Graduate,Portugal,39.6621648,-8.1353519
2,16,1,1,22,27,0,1,0,19,1.74,Graduate,Portugal,39.6621648,-8.1353519
1,11,1,1,1,1,0,0,0,18,-3.12,Dropout,Portugal,39.6621648,-8.1353519
1,12,1,1,13,1,0,1,0,19,2.02,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,1,28,0,1,0,19,-0.92,Graduate,Portugal,39.6621648,-8.1353519
2,17,0,1,25,5,0,0,0,33,2.02,Graduate,Portugal,39.6621648,-8.1353519
2,9,1,1,1,4,0,0,0,45,1.79,Graduate,Portugal,39.6621648,-8.1353519
1,10,1,1,1,1,0,1,0,20,2.02,Graduate,Portugal,39.6621648,-8.1353519
1,14,1,1,19,24,0,0,0,28,0.32,Dropout,Portugal,39.6621648,-8.1353519
1,12,1,1,1,1,0,1,0,19,-1.7,Graduate,Portugal,39.6621648,-8.1353519
1,11,1,1,1,27,0,0,0,18,-1.7,Graduate,Portugal,39.6621648,-8.1353519
1,11,1,1,13,14,0,0,0,38,-4.06,Dropout,Portugal,39.6621648,-8.1353519
1,14,1,1,1,3,0,0,0,19,-3.12,Graduate,Portugal,39.6621648,-8.1353519
1,11,1,1,1,27,0,1,0,21,-4.06,Graduate,Portugal,39.6621648,-8.1353519
1,9,1,1,22,1,0,0,0,21,-0.92,Dropout,Portugal,39.6621648,-8.1353519
1,10,1,1,23,27,0,1,0,22,1.74,Graduate,Portugal,39.6621648,-8.1353519
1,16,1,1,13,14,0,1,0,18,-3.12,Graduate,Portugal,39.6621648,-8.1353519
1,10,1,1,22,27,0,1,0,18,-4.06,Graduate,Portugal,39.6621648,-8.1353519
1,8,1,1,13,1,0,0,0,25,-3.12,Dropout,Portugal,39.6621648,-8.1353519
1,6,1,1,13,14,0,0,0,24,-0.92,Dropout,Portugal,39.6621648,-8.1353519
1,12,1,1,3,1,0,0,0,19,1.79,Enrolled,Portugal,39.6621648,-8.1353519
1,2,1,1,3,3,0,0,0,24,1.79,Enrolled,Portugal,39.6621648,-8.1353519
1,9,1,1,22,14,0,1,0,20,1.79,Graduate,Portugal,39.6621648,-8.1353519
1,9,1,1,22,1,0,0,0,25,1.74,Dropout,Portugal,39.6621648,-8.1353519
1,9,1,1,23,14,0,1,0,20,3.51,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,13,28,0,0,0,23,-3.12,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,13,27,0,1,0,19,1.74,Graduate,Portugal,39.6621648,-8.1353519
1,4,1,1,22,27,0,0,0,29,0.79,Dropout,Portugal,39.6621648,-8.1353519
1,11,1,1,13,27,0,0,0,21,2.02,Graduate,Portugal,39.6621648,-8.1353519
1,14,1,1,13,1,0,1,0,18,2.02,Graduate,Portugal,39.6621648,-8.1353519
1,5,1,1,13,28,0,0,0,19,-3.12,Enrolled,Portugal,39.6621648,-8.1353519
1,15,1,1,23,27,0,1,0,18,3.51,Dropout,Portugal,39.6621648,-8.1353519
1,6,1,1,7,14,0,0,0,19,0.32,Graduate,Portugal,39.6621648,-8.1353519
1,15,1,1,22,27,0,0,0,18,-3.12,Enrolled,Portugal,39.6621648,-8.1353519
1,9,1,1,1,1,0,0,0,18,3.51,Graduate,Portugal,39.6621648,-8.1353519
2,13,1,1,23,27,0,1,0,37,3.51,Dropout,Portugal,39.6621648,-8.1353519
1,17,0,1,22,27,0,0,0,29,-0.92,Graduate,Portugal,39.6621648,-8.1353519
1,5,1,1,22,27,0,0,0,18,0.32,Enrolled,Portugal,39.6621648,-8.1353519
1,10,1,1,1,1,0,1,0,19,1.79,Graduate,Portugal,39.6621648,-8.1353519
1,10,1,1,1,1,0,0,0,22,-0.92,Dropout,Portugal,39.6621648,-8.1353519
1,11,1,1,22,28,0,1,0,20,-4.06,Graduate,Portugal,39.6621648,-8.1353519
1,3,0,1,22,27,0,0,0,34,-1.7,Dropout,Portugal,39.6621648,-8.1353519
1,7,1,1,22,28,0,0,0,30,0.32,Dropout,Portugal,39.6621648,-8.1353519
1,10,1,1,1,1,0,0,0,18,1.74,Graduate,Portugal,39.6621648,-8.1353519
1,10,1,1,23,14,0,0,0,18,1.79,Graduate,Portugal,39.6621648,-8.1353519
1,15,1,1,3,1,0,0,0,18,-3.12,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,4,1,0,0,0,18,-1.7,Graduate,Portugal,39.6621648,-8.1353519
1,15,1,1,23,28,0,1,0,19,-1.7,Graduate,Portugal,39.6621648,-8.1353519
1,5,1,1,22,27,0,1,0,19,1.74,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,1,1,0,1,0,18,-1.7,Graduate,Portugal,39.6621648,-8.1353519
1,4,1,1,22,28,0,1,0,21,0.79,Graduate,Portugal,39.6621648,-8.1353519
1,9,1,1,1,14,0,0,0,20,0.32,Dropout,Portugal,39.6621648,-8.1353519
1,9,1,1,10,14,0,0,0,20,0.79,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,5,1,0,0,0,19,2.02,Graduate,Portugal,39.6621648,-8.1353519
1,10,1,1,1,28,0,0,0,20,-0.92,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,10,1,0,0,0,18,0.79,Graduate,Portugal,39.6621648,-8.1353519
1,16,1,1,22,28,0,0,0,20,-1.7,Dropout,Portugal,39.6621648,-8.1353519
2,8,1,1,5,4,0,0,0,29,0.32,Dropout,Portugal,39.6621648,-8.1353519
1,12,1,1,13,14,0,1,0,18,1.79,Enrolled,Portugal,39.6621648,-8.1353519
1,12,1,1,13,14,0,1,0,20,-4.06,Graduate,Portugal,39.6621648,-8.1353519
1,9,1,1,23,27,0,1,0,22,-0.92,Graduate,Portugal,39.6621648,-8.1353519
4,3,0,1,24,14,0,1,0,47,-0.92,Graduate,Portugal,39.6621648,-8.1353519
2,17,0,1,22,27,0,0,0,31,3.51,Graduate,Portugal,39.6621648,-8.1353519
1,5,1,1,13,27,0,1,0,21,-0.92,Graduate,Portugal,39.6621648,-8.1353519
1,3,0,1,23,28,0,0,0,21,0.32,Graduate,Portugal,39.6621648,-8.1353519
2,15,1,1,1,1,0,0,0,24,0.32,Graduate,Portugal,39.6621648,-8.1353519
1,5,1,1,4,27,0,0,0,18,-4.06,Enrolled,Portugal,39.6621648,-8.1353519
1,3,0,1,19,1,0,0,0,32,0.32,Graduate,Portugal,39.6621648,-8.1353519
1,3,0,1,3,1,0,1,0,19,1.74,Graduate,Portugal,39.6621648,-8.1353519
1,12,1,1,3,3,0,0,0,24,-3.12,Graduate,Portugal,39.6621648,-8.1353519
1,6,1,1,13,14,0,0,0,19,-4.06,Graduate,Portugal,39.6621648,-8.1353519
